subject,date,delivered_to,class
Re[2]: Java is for kiddies,"Wed, 4 Sep 2002 23:07:41 -0400",yyyy@localhost.spamassassin.taint.org,ham
"Adam dont job for no one, see.","Wed, 4 Sep 2002 23:16:51 -0400 (EDT)",yyyy@localhost.spamassassin.taint.org,ham
Re: CD player UI for toddlers,"Wed, 4 Sep 2002 21:11:50 -0700",yyyy@localhost.spamassassin.taint.org,ham
Re: Gecko adhesion finally sussed.,04 Sep 2002 22:32:07 -0400,yyyy@localhost.spamassassin.taint.org,ham
Re: CD player UI for toddlers,"Wed, 4 Sep 2002 21:56:24 -0700",yyyy@localhost.spamassassin.taint.org,ham
Re: CD player UI for toddlers,"Thu, 5 Sep 2002 01:04:43 -0400 (EDT)",yyyy@localhost.spamassassin.taint.org,ham
Re: CD player UI for toddlers,"Thu, 5 Sep 2002 00:41:24 -0400 (EDT)",yyyy@localhost.spamassassin.taint.org,ham
Re: CD player UI for toddlers,05 Sep 2002 00:52:12 -0700,yyyy@localhost.spamassassin.taint.org,ham
"Re: Adam dont job for no one, see.","Thu, 5 Sep 2002 11:09:52 +0200 (CEST)",yyyy@localhost.spamassassin.taint.org,ham
Re: Re[2]: Java is for kiddies,05 Sep 2002 00:50:10 -0700,yyyy@localhost.spamassassin.taint.org,ham
Re: CD player UI for toddlers,"Thu, 5 Sep 2002 09:52:33 -0400",yyyy@localhost.spamassassin.taint.org,ham
Re: Ouch...,"Thu, 5 Sep 2002 10:43:02 -0400 (EDT)",yyyy@localhost.spamassassin.taint.org,ham
RE: Re[2]: Java is for kiddies,"Thu, 5 Sep 2002 10:40:04 -0400",yyyy@localhost.spamassassin.taint.org,ham
Re[2]: Selling Wedded Bliss (was Re: Ouch...),"Fri, 6 Sep 2002 02:41:48 -0500 (CDT)",yyyy@localhost.spamassassin.taint.org,ham
Re[2]: Selling Wedded Bliss (was Re: Ouch...),"Fri, 6 Sep 2002 02:44:06 -0500 (CDT)",yyyy@localhost.spamassassin.taint.org,ham
EFnet #fork,"Fri, 6 Sep 2002 03:00:13 -0500 (CDT)",yyyy@localhost.spamassassin.taint.org,ham
Re: Ouch... [Bebergflame],"Fri,  6 Sep 2002 04:26:37 -0400 (EDT)",yyyy@localhost.spamassassin.taint.org,ham
Re[2]: Selling Wedded Bliss (was Re: Ouch...),"Thu, 5 Sep 2002 21:16:51 -0700 (PDT)",yyyy@localhost.spamassassin.taint.org,ham
Re: asynchronous I/O (was Re: Gasp!),"Fri,  6 Sep 2002 04:26:44 -0400 (EDT)",yyyy@localhost.spamassassin.taint.org,ham
Re: Selling Wedded Bliss (was Re: Ouch...),"Thu, 5 Sep 2002 20:33:18 -0700 (PDT)",yyyy@localhost.spamassassin.taint.org,ham
Re[2]: Selling Wedded Bliss (was Re: Ouch...),"Thu, 5 Sep 2002 23:41:16 -0400",yyyy@localhost.spamassassin.taint.org,ham
Re: Selling Wedded Bliss (was Re: Ouch...),"Thu, 5 Sep 2002 23:16:59 -0400",yyyy@localhost.spamassassin.taint.org,ham
Re: Electric car an Edsel...,"Thu, 5 Sep 2002 21:27:18 -0400",yyyy@localhost.spamassassin.taint.org,ham
Selling Wedded Bliss (was Re: Ouch...),"Thu, 5 Sep 2002 19:07:40 -0700 (PDT)",yyyy@localhost.spamassassin.taint.org,ham
Re[2]: Selling Wedded Bliss (was Re: Ouch...),"Fri, 6 Sep 2002 11:38:36 +0200 (CEST)",yyyy@localhost.spamassassin.taint.org,ham
RE: sprint delivers the next big thing??,"Thu, 05 Sep 2002 15:07:44 -0700",yyyy@localhost.spamassassin.taint.org,ham
Re: Ouch...,"Thu, 5 Sep 2002 16:40:13 -0500 (CDT)",yyyy@localhost.spamassassin.taint.org,ham
Re: Ouch...,"Thu, 5 Sep 2002 14:32:42 -0400",yyyy@localhost.spamassassin.taint.org,ham
Re[2]: Selling Wedded Bliss (was Re: Ouch...),"Fri, 6 Sep 2002 05:01:51 -0500 (CDT)",yyyy@localhost.spamassassin.taint.org,ham
Pitch Dark Bar Opens for Blind Dates,"Thu, 5 Sep 2002 16:02:55 -0700 (PDT)",yyyy@localhost.spamassassin.taint.org,ham
Re: Ouch... [Bebergflame],"Fri, 6 Sep 2002 04:21:45 -0500 (CDT)",yyyy@localhost.spamassassin.taint.org,ham
RE: sprint delivers the next big thing??,"Thu, 05 Sep 2002 04:14:26 -0700",yyyy@localhost.spamassassin.taint.org,ham
Re[2]: Selling Wedded Bliss (was Re: Ouch...),"Fri, 6 Sep 2002 12:16:29 +0200 (CEST)",yyyy@localhost.spamassassin.taint.org,ham
Re: sprint delivers the next big thing??,"Fri, 6 Sep 2002 08:44:38 EDT",yyyy@localhost.spamassassin.taint.org,ham
Re: Selling Wedded Bliss (was Re: Ouch...),"Fri, 06 Sep 2002 13:41:46 +0000",yyyy@localhost.spamassassin.taint.org,ham
Re: Selling Wedded Bliss (was Re: Ouch...),"Fri, 6 Sep 2002 15:57:47 +0200 (CEST)",yyyy@localhost.spamassassin.taint.org,ham
SoE at UCSC looking for an experienced IT support person,"Thu, 5 Sep 2002 13:59:19 -0700",yyyy@localhost.spamassassin.taint.org,ham
Re: Selling Wedded Bliss (was Re: Ouch...),"Fri, 6 Sep 2002 10:14:00 -0400 (EDT)",yyyy@localhost.spamassassin.taint.org,ham
The Needle and the damage done,"Fri, 6 Sep 2002 10:22:34 -0400 (EDT)",yyyy@localhost.spamassassin.taint.org,ham
Re: Selling Wedded Bliss (was Re: Ouch...),"Fri, 06 Sep 2002 16:00:34 +0000",yyyy@localhost.spamassassin.taint.org,ham
Re: Selling Wedded Bliss (was Re: Ouch...),"Fri, 6 Sep 2002 19:19:14 +0200 (CEST)",yyyy@localhost.spamassassin.taint.org,ham
Googlecooking,"Fri, 6 Sep 2002 09:54:52 -0700",yyyy@localhost.spamassassin.taint.org,ham
Hoag's Object,"Fri, 6 Sep 2002 10:27:00 -0700",yyyy@localhost.spamassassin.taint.org,ham
Re: Selling Wedded Bliss (was Re: Ouch...),"Fri, 6 Sep 2002 15:30:42 -0400 (EDT)",yyyy@localhost.spamassassin.taint.org,ham
RE: Re[2]: Selling Wedded Bliss (was Re: Ouch...),"Fri, 6 Sep 2002 10:24:14 -0700",yyyy@localhost.spamassassin.taint.org,ham
Google? Not in China,"Fri, 6 Sep 2002 12:58:46 -0700",yyyy@localhost.spamassassin.taint.org,ham
Re: Googlecooking,"Fri, 6 Sep 2002 15:34:40 -0400 (EDT)",yyyy@localhost.spamassassin.taint.org,ham
Re: asynchronous I/O (was Re: Gasp!),"Fri, 06 Sep 2002 13:25:32 -0700",yyyy@localhost.spamassassin.taint.org,ham
Re[2]: Selling Wedded Bliss (was Re: Ouch...),"Fri, 6 Sep 2002 20:26:31 -0500 (CDT)",yyyy@localhost.spamassassin.taint.org,ham
Re: Google? Not in China,06 Sep 2002 21:54:41 -0400,yyyy@localhost.spamassassin.taint.org,ham
RE: Re[2]: Selling Wedded Bliss (was Re: Ouch...),"Fri, 6 Sep 2002 22:16:46 -0400",yyyy@localhost.spamassassin.taint.org,ham
Online contents of Electronic Publishing journal,"Fri, 6 Sep 2002 13:54:21 -0700",yyyy@localhost.spamassassin.taint.org,ham
RE: Re[2]: Selling Wedded Bliss (was Re: Ouch...),"Fri, 6 Sep 2002 21:21:09 -0500 (CDT)",yyyy@localhost.spamassassin.taint.org,ham
Re: Re[2]: Selling Wedded Bliss (was Re: Ouch...),"Sat, 7 Sep 2002 01:40:32 -0400",yyyy@localhost.spamassassin.taint.org,ham
RE: Re[2]: Selling Wedded Bliss (was Re: Ouch...),"Sat, 7 Sep 2002 08:40:16 -0500 (CDT)",yyyy@localhost.spamassassin.taint.org,ham
Re: Selling Wedded Bliss (was Re: Ouch...),"Sat,  7 Sep 2002 15:52:57 +0200 (CEST)",yyyy@localhost.spamassassin.taint.org,ham
Re: Selling Wedded Bliss (was Re: Ouch...),"Sat, 07 Sep 2002 15:05:51 +0000",yyyy@localhost.spamassassin.taint.org,ham
RE: Re[2]: Selling Wedded Bliss (was Re: Ouch...),"Sat, 7 Sep 2002 09:07:50 -0400",yyyy@localhost.spamassassin.taint.org,ham
RE: Selling Wedded Bliss (was Re: Ouch...),"Sat, 7 Sep 2002 13:52:44 -0400",yyyy@localhost.spamassassin.taint.org,ham
RE: Selling Wedded Bliss (was Re: Ouch...),"Sat, 7 Sep 2002 13:11:42 -0500 (CDT)",yyyy@localhost.spamassassin.taint.org,ham
Re: Selling Wedded Bliss (was Re: Ouch...),"Sat, 7 Sep 2002 10:49:41 -0500 (CDT)",yyyy@localhost.spamassassin.taint.org,ham
Re: Selling Wedded Bliss (was Re: Ouch...),"Sat, 7 Sep 2002 13:08:41 -0700",yyyy@localhost.spamassassin.taint.org,ham
RE: Selling Wedded Bliss (was Re: Ouch...),"Sat, 07 Sep 2002 19:07:29 +0000",yyyy@localhost.spamassassin.taint.org,ham
RE: Selling Wedded Bliss (was Re: Ouch...),"Sat, 7 Sep 2002 16:56:48 -0400",yyyy@localhost.spamassassin.taint.org,ham
The Big Jump,"Sun,  8 Sep 2002 17:01:26 +0200 (CEST)",yyyy@localhost.spamassassin.taint.org,ham
Re: The Big Jump,"Sun, 8 Sep 2002 11:36:11 -0400",yyyy@localhost.spamassassin.taint.org,ham
Re: whoa,"Sun, 08 Sep 2002 00:55:00 -0700",yyyy@localhost.spamassassin.taint.org,ham
Re: Selling Wedded Bliss (was Re: Ouch...),"Sun, 8 Sep 2002 13:52:02 -0700",yyyy@localhost.spamassassin.taint.org,ham
Re: Selling Wedded Bliss (was Re: Ouch...),"Sun, 8 Sep 2002 23:02:57 +0200 (CEST)",yyyy@localhost.spamassassin.taint.org,ham
Re: whoa,08 Sep 2002 18:16:57 -0400,yyyy@localhost.spamassassin.taint.org,ham
earthviewer (was Re: whoa},"Sun,  8 Sep 2002 19:24:16 -0400 (EDT)",yyyy@localhost.spamassassin.taint.org,ham
Life Insurance - Why Pay More?,"Wed, 21 Aug 2002 20:31:57 -1600",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] Guaranteed to lose 10-12 lbs in 30 days 10.206,"Thu, 22 Aug 2002 06:18:18 -0600",zzzz@localhost.spamassassin.taint.org,spam
Guaranteed to lose 10-12 lbs in 30 days                          11.150,"Thu, 22 Aug 2002 07:36:19 -0600",zzzz@localhost.spamassassin.taint.org,spam
Re: Fw: User Name & Password to Membership To 5 Sites zzzz@spamassassin.taint.org pviqg,"Thu, 22 Aug 2002 08:13:35 -0700",zzzz@localhost.spamassassin.taint.org,spam
[ILUG-Social] re: Guaranteed to lose 10-12 lbs in 30 days 10.148,"Thu, 22 Aug 2002 09:33:07 -0600",zzzz@localhost.spamassassin.taint.org,spam
RE: Your Bank Account Information,"Thu, 22 Aug 2002 10:42:19 -0500",zzzz@localhost.spamassassin.taint.org,spam
"FORTUNE 500 COMPANY HIRING, AT HOME REPS.","Thu, 22 Aug 2002 13:24:37 -0400 (EDT)",zzzz@localhost.spamassassin.taint.org,spam
Is Your Family Protected?,"Thu, 22 Aug 2002 10:30:04 -0500",zzzz@localhost.spamassassin.taint.org,spam
RE: Important Information Concerning Your Bank Account,"Thu, 22 Aug 2002 12:16:46 -0500",zzzz@localhost.spamassassin.taint.org,spam
MULTIPLY YOUR CUSTOMER BASE!,"Thu, 22 Aug 2002 13:18:16 -0500",zzzz@localhost.spamassassin.taint.org,spam
^^^^^Cell Phone Belt Clips $1.95^^^^^^                           18070,"Thu, 22 Aug 2002 15:45:31 -0600",zzzz@localhost.spamassassin.taint.org,spam
wives and girlfriends cheating and whoring around,22 Aug 2002 08:28:38 -0000,zzzz@localhost.spamassassin.taint.org,spam
Get the Child Support You Deserve                            11.180,"Thu, 22 Aug 2002 15:09:11 -0600",zzzz@localhost.spamassassin.taint.org,spam
FREE Cell Phone + $50 Cash Back!,"Thu, 22 Aug 2002 16:30:32 -0500",zzzz@localhost.spamassassin.taint.org,spam
Conference calls/best quality/$.18 per minute!,"Thu, 22 Aug 2002 16:44:26 -1900",zzzz@localhost.spamassassin.taint.org,spam
Plans for cable,"Thu, 22 Aug 2002 23:41:26 -0500",zzzz@localhost.spamassassin.taint.org,spam
HELP WANTED.  WORK FROM HOME REPS.,"Fri, 23 Aug 2002 03:13:31 -0400 (EDT)",zzzz@localhost.spamassassin.taint.org,spam
A CRY FOR HELP,"Fri, 23 Aug 2002 10:15:51 -0700",zzzz@localhost.spamassassin.taint.org,spam
ADV: Lowest life insurance rates available!                                                   moode,"Fri, 23 Aug 2002 02:16:25 -0400",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] Get the Child Support You Deserve                     10.132,"Thu, 22 Aug 2002 13:43:24 -0600",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] BUSINESS,"Fri, 23 Aug 2002 20:41:55 +0100",zzzz@localhost.spamassassin.taint.org,spam
Relationship,"Thu, 22 Aug 2002 13:31:18 -0700",zzzz@localhost.spamassassin.taint.org,spam
Penile enlargement method - guaranteed !,"Thu, 22 Aug 0102 12:07:35 +0800",zzzz@localhost.spamassassin.taint.org,spam
Save 84% on CE Credits,"Thu, 22 Aug 2002 19:00:32 -0400",zzzz@localhost.spamassassin.taint.org,spam
The DEBT-$AVER Program              SKYXTGM,"Fri, 23 Aug 2002 09:35:58 -0700",zzzz@localhost.spamassassin.taint.org,spam
A CRY FOR HELP,"Fri, 23 Aug 2002 10:08:40 -0700",zzzz@localhost.spamassassin.taint.org,spam
Join the Web's Fastest Growing Singles Community                       14.51,"Fri, 23 Aug 2002 04:12:39 -0600",zzzz@localhost.spamassassin.taint.org,spam
Mothers you want to fuck,"Fri, 23 Aug 2002 07:26 -0400",zzzz@localhost.spamassassin.taint.org,spam
Double Your Life Insurance at NO EXTRA COST!...               TCTOOM,"Fri, 23 Aug 2002 03:30:23 -1900",zzzz@localhost.spamassassin.taint.org,spam
Re: PROTECT YOUR COMPUTER AGAINST HARMFUL VIRUSES! 21198,"Fri, 23 Aug 2002 07:14:49 -1600",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] (no subject),"Fri, 23 Aug 2002 10:24:21 +0100",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] Join the Web's Fastest Growing Singles Community 11.67,"Fri, 23 Aug 2002 04:10:14 -0600",zzzz@localhost.spamassassin.taint.org,spam
Give Away FREE CD's - Earn $5K in 30 Days!,"Fri, 23 Aug 2002 04:30:48 +0900",zzzz@localhost.spamassassin.taint.org,spam
Have You Dreamed Of Your Own Home Based Business?       eIExvv,"Sat, 3 Aug 2002 12:19:15 -0700",zzzz-spamtrap@sonic.spamtraps.taint.org,spam
[ILUG] enter Chinese market,"Fri, 23 Aug 2002 23:10:22 +0800",zzzz@localhost.spamassassin.taint.org,spam
enter Chinese market,"Sat, 24 Aug 2002 00:40:58 +0800",zzzz@localhost.spamassassin.taint.org,spam
Free big cock in Pussy,"Sat, 24 Aug 2002 13:46:11 -0400",zzzz@localhost.spamassassin.taint.org,spam
"FORTUNE 500 COMPANY HIRING, AT HOME REPS.","Fri, 23 Aug 2002 14:49:52 -0400 (EDT)",zzzz@localhost.spamassassin.taint.org,spam
Incredible Pictures!!!!!!!!,"Fri, 23 Aug 2002 13:03:04 -0400",zzzz@localhost.spamassassin.taint.org,spam
Start Your Private Photo Album Online!                             13.200,"Fri, 23 Aug 2002 13:25:52 -0600",zzzz@localhost.spamassassin.taint.org,spam
Attn: SYSTEMWORKS CLEARANCE SALE_ONLY $29.99                         12173,"Wed, 21 Aug 2002 21:28:57 -1600",zzzz@localhost.spamassassin.taint.org,spam
ADV: Interest rates slashed! Don't wait!                                                   ccaxc,"Fri, 23 Aug 2002 19:05:55 -0400",zzzz@localhost.spamassassin.taint.org,spam
GET IN AT THE TOP!,"Fri, 23 Aug 2002 19:27:52",zzzz@localhost.spamassassin.taint.org,spam
Re: Hi,"Sat, 24 Aug 2002 12:29:47 -0400",zzzz@localhost.spamassassin.taint.org,spam
"Best Life Insurance, Lowest Cost...           NTICY","Sat, 24 Aug 2002 01:10:39 -1900",zzzz@localhost.spamassassin.taint.org,spam
"FORTUNE 500 COMPANY HIRING, AT HOME REPS.","Sat, 24 Aug 2002 13:46:59 -0400 (EDT)",zzzz@localhost.spamassassin.taint.org,spam
Competitive Mortgage Rates,"Sat, 24 Aug 2002 15:47:18 -0400",zzzz@localhost.spamassassin.taint.org,spam
TEEN LESBIAN WEBSITE,"Sat, 24 Aug 2002 19:00:09 -0400",zzzz@localhost.spamassassin.taint.org,spam
ADV: Extended Auto Warranties Here                                                    undoc,"Sat, 24 Aug 2002 17:38:20 -0400",zzzz@localhost.spamassassin.taint.org,spam
Claim a Free $25 Kmart(R) Gift Card!,"Sat, 24 Aug 2002 18:21:25 -0500",zzzz@localhost.spamassassin.taint.org,spam
Better Sex for $2.99 until 08/26/2002 !!!!,25 Aug 2002 04:58:17 -0000,zzzz@localhost.spamassassin.taint.org,spam
ADV: Lowest life insurance rates available!                                                   hsdpr,"Sun, 25 Aug 2002 00:49:11 -0400",zzzz@localhost.spamassassin.taint.org,spam
Life Insurance Quotes Without the Hassle...            JHIWNS,"Sun, 25 Aug 2002 04:31:51 -1900",zzzz@localhost.spamassassin.taint.org,spam
Get out of debt quick!                                        4179uKlj5-057SXua1524UHkC5-900-28,"Sun, 25 Aug 0102 10:36:36 -1000",zzzz@localhost.spamassassin.taint.org,spam
Market Internet Access - No Investment Needed,"Sun, 25 Aug 2002 20:57:58 -0900",zzzz@localhost.spamassassin.taint.org,spam
Re: Instant Quote,"Sun, 25 Aug 2002 06:08:23 -1900",zzzz@localhost.spamassassin.taint.org,spam
Cheap Fags,"Sun, 25 Aug 2002 19:08:37 +0200",zzzz@localhost.spamassassin.taint.org,spam
"zzzz, Is Your web Site Making Money! 2:18:15 PM 8/25/2002","Sun, 25 Aug 2002 14:18:15 -0500",zzzz@localhost.spamassassin.taint.org,spam
Market Internet Access - No Investment Needed,"Mon, 26 Aug 2002 05:48:48 -1000",zzzz@localhost.spamassassin.taint.org,spam
re: domain registration savings,"Mon, 26 Aug 2002 06:30:21 -1100",zzzz@localhost.spamassassin.taint.org,spam
"8 Free Movie Tickets for doing a 2 Minute survey! Any Movie, Any Theater!","Sun, 25 Aug 2002 16:23:03 -0500",zzzz@localhost.spamassassin.taint.org,spam
"Fw: PROTECT YOUR COMPUTER,YOU NEED SYSTEMWORKS!DGYWAOG","Mon, 26 Aug 2002 00:59:23 -1600",zzzz@localhost.spamassassin.taint.org,spam
Save now,"Sun, 25 Aug 2002 19:21:44 01800",zzzz@localhost.spamassassin.taint.org,spam
Fw: Re: Account For Cum Shots To: zzzz@spamassassin.taint.org OfferID: qxjx,"Sun, 25 Aug 2002 23:45:07 -0700",zzzz@localhost.spamassassin.taint.org,spam
"$250,000 for only $6.50 per month.                    qkdjtqsscr","Mon, 26 Aug 2002 11:31:34 -0400",zzzz@localhost.spamassassin.taint.org,spam
WebDesignHQ Newsletter,"Fri, 23 Aug 2002 21:24:39 -0400 (EDT)",zzzz@localhost.spamassassin.taint.org,spam
future business ÊÓËÃÑº¤Ø³!,"Mon, 26 Aug 2002 02:29:35 +0700",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] Discount Fags,"Sat, 24 Aug 2002 14:54:43 +0200",zzzz@localhost.spamassassin.taint.org,spam
Re: Adult Classifieds,"Sat, 24 Aug 2002 01:02:37 -0700",zzzz@localhost.spamassassin.taint.org,spam
Low Price Smokes,"Fri, 23 Aug 2002 20:24:48 +0200",zzzz@localhost.spamassassin.taint.org,spam
Low Price Tobacco,"Fri, 23 Aug 2002 20:24:48 +0200",zzzz@localhost.spamassassin.taint.org,spam
REQUEST FOR MUTUALLY BENEFITTING ENDEAVOUR.,"Fri, 23 Aug 2002 14:53:09 -0400",zzzz@localhost.spamassassin.taint.org,spam
** You're -Approved-!,"Fri, 23 Aug 2002 22:18:32 +1200",zzzz@localhost.spamassassin.taint.org,spam
Discount Smokes,"Fri, 23 Aug 2002 21:23:46 +0200",zzzz@localhost.spamassassin.taint.org,spam
Impaired Risk Case of the Month,"Fri, 23 Aug 2002 18:32:48 -0400",zzzz@localhost.spamassassin.taint.org,spam
"[ILUG] ilug,Bigger, Fuller Breasts Naturally In Just Weeks","Sat, 24 Aug 2002 06:00:00 +0800",zzzz@localhost.spamassassin.taint.org,spam
investment,"Fri, 23 Aug 2002 22:46:34 GMT+1",zzzz@localhost.spamassassin.taint.org,spam
Low Cost Easy to Use Conferencing,"Thu, 22 Aug 2002 15:23:11 -1900",zzzz@localhost.spamassassin.taint.org,spam
Immediate Reply Needed,"Sat, 24 Aug 2002 20:18:02 -0700",zzzz@localhost.spamassassin.taint.org,spam
ADV: Internet marketing & communications; earn $100k/year... uleio,"Sun, 25 Aug 2002 09:36:45 +0800",zzzz@localhost.spamassassin.taint.org,spam
I'm ready to bare for you!,"Sun, 25 Aug 2002 19:33:54 -0700",zzzz@localhost.spamassassin.taint.org,spam
"BIZ, .INFO, .COM for only $14.95","Sun, 25 Aug 0102 03:37:45 +1100",zzzz@localhost.spamassassin.taint.org,spam
[scoop] CEVIRI YAZILIMLARI,"Sun, 25 Aug 2002 22:19:23 +0300",zzzz@localhost.spamassassin.taint.org,spam
Email Marketing,"Sun, 25 Aug 2002 17:17:12 -0400",zzzz@localhost.spamassassin.taint.org,spam
More cash for the business you already write - IMMEDIATELY,"Sun, 25 Aug 2002 19:57:34 -0400",zzzz@localhost.spamassassin.taint.org,spam
shop your loan to lenders for the best rate        OTQ,"Mon, 26 Aug 2002 09:49:55 -0700",zzzz@localhost.spamassassin.taint.org,spam
Re: Want to go on a date?,"Mon, 26 Aug 2002 00:16:25 +0800",zzzz@localhost.spamassassin.taint.org,spam
Want to play poker with other people online.,"Mon, 26 Aug 2002 06:34:12 +0700",zzzz@localhost.spamassassin.taint.org,spam
Incredible Pictures!!!!!!!!,"Fri, 23 Aug 2002 13:03:04 -0400",zzzz@localhost.spamassassin.taint.org,spam
"A must have for ""Gadget"" lovers 7134-4","Mon, 26 Aug 0102 23:12:40 -0700",zzzz@localhost.spamassassin.taint.org,spam
Hosting from ?6.50 per month,"Mon, 26 Aug 2002 16:59:52 +0100",zzzz@localhost.spamassassin.taint.org,spam
"zzzz,Increase your breast size. 100% safe!","Sat, 24 Aug 2002 07:08:34 +0800",zzzz@localhost.spamassassin.taint.org,spam
Get the Child Support You Deserve                      10.124,"Mon, 26 Aug 2002 12:13:46 -0600",zzzz@localhost.spamassassin.taint.org,spam
"zzzz,All New! Breast Enhancement","Tue, 27 Aug 2002 03:31:32 +0800",zzzz@localhost.spamassassin.taint.org,spam
Re: Your VIP Pass,"Mon, 26 Aug 2002 13:38:57 -0700",zzzz@localhost.spamassassin.taint.org,spam
Take your Marketing to the Next Level,"Mon, 26 Aug 2002 19:24:06 +0100",zzzz@localhost.spamassassin.taint.org,spam
MSNBC: Rates Hit 35 year Low 4.75% ...12304,"Thu, 22 Aug 2002 20:49:30 -1800",zzzz@localhost.spamassassin.taint.org,spam
ADV: Extended Auto Warranties Here                                                   dhzbj,"Mon, 26 Aug 2002 14:23:56 -0400",zzzz@localhost.spamassassin.taint.org,spam
MULTIPLY YOUR CUSTOMER BASE!,"Thu, 22 Aug 2002 13:18:16 -0500",zzzz@localhost.spamassassin.taint.org,spam
One Sale - Three Commission Streams,"Mon, 26 Aug 2002 19:00:58 -0400",zzzz@localhost.spamassassin.taint.org,spam
Plans for cable,"Mon, 26 Aug 2002 16:26:01 -1700",zzzz@localhost.spamassassin.taint.org,spam
60 minute free porn movie,"Mon, 26 Aug 2002 22:18:15 -0400",zzzz@localhost.spamassassin.taint.org,spam
ADV: Lowest Rates Available on Term Life - Free Quote                                                   ihsxq,"Mon, 26 Aug 2002 18:20:53 -0400",zzzz@localhost.spamassassin.taint.org,spam
- Custom Websites for $399 Complete! (1709D@5),"Tue, 27 Aug 2002 02:33:57 +0100",zzzz@localhost.spamassassin.taint.org,spam
link to my webcam you wanted,"Mon, 26 Aug 2002 22:57:34 -0400",zzzz@localhost.spamassassin.taint.org,spam
ADV: Professional Teeth Whitening At Home!                                                   ovcnd,"Mon, 26 Aug 2002 20:36:20 -0400",zzzz@localhost.spamassassin.taint.org,spam
Best news yet,"Tue, 27 Aug 2002 05:19:21 -0100",zzzz@localhost.spamassassin.taint.org,spam
Free Merchant Account Information                XAXFT,"Tue, 27 Aug 2002 00:35:05 -1600",zzzz@localhost.spamassassin.taint.org,spam
FBI & IRS seized goods at 99% off! Police Auctions!,"Mon, 26 Aug 2002 22:38:04 -0500",zzzz@localhost.spamassassin.taint.org,spam
HELP WANTED.  WORK FROM HOME REPS.,"Tue, 27 Aug 2002 03:30:13 -0400 (EDT)",zzzz@localhost.spamassassin.taint.org,spam
[scoop] Haberdar olun,"Mon, 26 Aug 2002 20:05:24 -0400",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] BANK ERROR IN YOUR FAVOR,"Mon, 26 Aug 2002 14:17:21 -0400",zzzz@localhost.spamassassin.taint.org,spam
Online Doctors will fill your Viagra Prescription Now!!!                QEEB,"Sun, 25 Aug 2002 21:21:51 -1900",zzzz@localhost.spamassassin.taint.org,spam
Let me know what you think!32482,"Fri, 23 Aug 2002 04:30:44 -1900",zzzz@localhost.spamassassin.taint.org,spam
Join the Web's Hottest & Fastest Growing Community                     11.70,"Tue, 27 Aug 2002 05:13:34 -0600",zzzz@localhost.spamassassin.taint.org,spam
DON'T LET A COMPUTER VIRUS RUIN YOUR DAY!          12879,"Sun, 25 Aug 2002 13:50:11 -1600",zzzz@localhost.spamassassin.taint.org,spam
WWW Form Submission,"Tue, 27 Aug 2002 22:26:56 +0900",zzzz@localhost.spamassassin.taint.org,spam
Incredible Pictures!!!!!!!!,"Fri, 23 Aug 2002 13:03:04 -0400",zzzz@localhost.spamassassin.taint.org,spam
Guaranteed to lose 10-12 lbs in 30 days with Slim Patch                    10.24,"Tue, 27 Aug 2002 12:48:30 -0600",zzzz@localhost.spamassassin.taint.org,spam
Mothers you want to fuck,"Tue, 27 Aug 2002 15:53 -0400",zzzz@localhost.spamassassin.taint.org,spam
Memory loss?,"Tue, 27 Aug 2002 13:41:46 -1600",zzzz@localhost.spamassassin.taint.org,spam
"zzzz,All New! Breast Enhancement","Wed, 28 Aug 2002 05:16:42 +0800",zzzz@localhost.spamassassin.taint.org,spam
CAREER OPPORTUNITY.  WORK FROM HOME,"Wed, 28 Aug 2002 03:04:00 +0100",zzzz@localhost.spamassassin.taint.org,spam
ADV: Promote Your Website!,"Tue, 27 Aug 0102 23:35:10 +0700",zzzz@localhost.spamassassin.taint.org,spam
Congratualtions zzzz8969 ! !!,"Tue, 27 Aug 2002 21:06:23 -0400",zzzz@localhost.spamassassin.taint.org,spam
MSNBC: Rates Hit 18 year Low 4.75% ...28940,"Sat, 20 Jul 2002 03:34:09 -1900",zzzz@localhost.spamassassin.taint.org,spam
Get your own fountain of youth! HGH human growth hormone from 21st Century!17441,"Wed, 28 Aug 2002 13:31:07 -0500",zzzz@localhost.spamassassin.taint.org,spam
Save $30k even if you've refi'd           1090,"Tue, 27 Aug 2002 23:34:28 -1900",zzzz@localhost.spamassassin.taint.org,spam
Chicago Meeting Site,"Tue, 27 Aug 2002 23:55:13 +0100",zzzz@localhost.spamassassin.taint.org,spam
"online catalog of articles, adult toys 2009vjtt6-179dML-15","Tue, 27 Aug 0102 20:59:44 -0200",zzzz@localhost.spamassassin.taint.org,spam
Content-Type: text/html; charset=us-ascii,"Tue, 27 Aug 2002 22:06:34 +0100",zzzz@localhost.spamassassin.taint.org,spam
The Best Critical Illness Policy on the Market,"Tue, 27 Aug 2002 19:04:28 -0400",zzzz@localhost.spamassassin.taint.org,spam
