subject,date,delivered_to,class
Free Merchant Account Information                XAXFT,"Tue, 27 Aug 2002 00:35:05 -1600",zzzz@localhost.spamassassin.taint.org,spam
=?GB2312?B?NTDUqrvxtcPSu9LazuXHp83yRU1BSUy12Na3tcS7+rvh?=,"Thu, 20 Sep 2001 23:58:15 +0800",zzzz@localhost.spamassassin.taint.org,spam
Re: [ILUG] packaging risks and the reputation of linux distributions,"Tue, 8 Oct 2002 03:09:59 -0700",zzzz@localhost.spamassassin.taint.org,ham
"[Razor-users] Razor2 error: can't find ""new""","Mon, 07 Oct 2002 15:22:44 -0700",zzzz@localhost.spamassassin.taint.org,ham
Half Price Cigarettes and Tobacco,"Sat, 7 Sep 2002 06:53:25 +0200",zzzz@localhost.spamassassin.taint.org,spam
http://www.efi.ie/,"Sun, 15 Sep 2002 23:46:00 +0800",zzzz@localhost.spamassassin.taint.org,spam
"[zzzzteana] It's August, and big cats are on the prowl","Wed, 28 Aug 2002 10:14:08 +0100",zzzz@localhost.netnoteinc.com,ham
Huge natural tits,"Wed, 28 Aug 2002 18:48 -0400",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] Looking for a file / directory in zip file,"Thu, 29 Aug 2002 16:37:26 +0100",zzzz@localhost.netnoteinc.com,ham
Want to play poker with other people online.,"Mon, 26 Aug 2002 06:34:12 +0700",zzzz@localhost.spamassassin.taint.org,spam
Guaranteed Best Mortgage Rate,"Sat, 21 Sep 2002 22:59:44 -0700",zzzz@localhost.spamassassin.taint.org,spam
shop your loan to lenders for the best rate        OTQ,"Mon, 26 Aug 2002 09:49:55 -0700",zzzz@localhost.spamassassin.taint.org,spam
Re: The Curse of India's Socialism,"Wed, 21 Aug 2002 17:16:54 +0000",yyyy@localhost.netnoteinc.com,ham
RE: Gecko adhesion finally sussed.,"Wed, 28 Aug 2002 10:34:04 -0700",yyyy@localhost.netnoteinc.com,ham
Impaired Risk Case of the Month,"Wed, 18 Sep 2002 20:04:22 -0400",zzzz@localhost.spamassassin.taint.org,spam
Police pay damages to journalist,"Tue, 08 Oct 2002 08:01:04 -0000",zzzz@localhost.spamassassin.taint.org,ham
RE: revocation of grlygrl201@,"Sun, 1 Sep 2002 21:05:28 -0400",yyyy@localhost.netnoteinc.com,ham
How the other half gives,"Tue, 08 Oct 2002 08:00:30 -0000",zzzz@localhost.spamassassin.taint.org,ham
Re: Fw: Re: When are we going to get. [making ALSA rpms],"Mon, 26 Aug 2002 12:14:21 +0200",yyyy@localhost.netnoteinc.com,ham
RE: The Disappearing Alliance,"Tue, 8 Oct 2002 17:02:08 -0700",zzzz@localhost.spamassassin.taint.org,ham
RE: sprint delivers the next big thing??,"Wed, 21 Aug 2002 01:10:50 -0700",yyyy@localhost.netnoteinc.com,ham
[ILUG] Sun Solaris..,"Thu, 22 Aug 2002 17:23:15 +0100",zzzz@localhost.netnoteinc.com,ham
Re: [zzzzteana] Bad Buffalo,"Tue, 27 Aug 2002 23:38:48 -0500",zzzz@localhost.netnoteinc.com,ham
iiu.taint.org,"Tue, 10 Sep 2002 03:34:01 +0800 (CST)",zzzz@localhost.spamassassin.taint.org,spam
Re: How unlucky can you get?,"Mon, 26 Aug 2002 14:43:23 -0400 (EDT)",yyyy@localhost.netnoteinc.com,ham
defaulting to showing plaintext versions of e-mails,"Sat, 24 Aug 2002 09:31:22 -0400",yyyy@localhost.netnoteinc.com,ham
Never pay eBay listing fees again!,"Thu, 19 Sep 2002 01:15:03 +1100",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] Re: Problems with RAID1 on cobalt raq3,"Thu, 22 Aug 2002 16:25:45 +0100",zzzz@localhost.netnoteinc.com,ham
Is Your Family Protected?,"Thu, 22 Aug 2002 10:30:04 -0500",zzzz@localhost.spamassassin.taint.org,spam
RE: Important Information Concerning Your Bank Account,"Thu, 22 Aug 2002 12:16:46 -0500",zzzz@localhost.spamassassin.taint.org,spam
Re: My source: RE: A biblical digression,"Mon, 26 Aug 2002 14:13:15 UT",yyyy@localhost.netnoteinc.com,ham
Re: Java is for kiddies,28 Aug 2002 10:58:35 -0700,yyyy@localhost.netnoteinc.com,ham
RE: The Curse of India's Socialism,"Thu, 22 Aug 2002 11:11:57 -0700",zzzz@localhost.netnoteinc.com,ham
Place Your LTC Declines with Us,"Sun, 1 Sep 2002 18:07:31 -0400",zzzz@localhost.spamassassin.taint.org,spam
"[zzzzteana] ""Put this in your stereo and smoke it ... ""","Tue, 27 Aug 2002 18:40:01 -0600",zzzz@localhost.netnoteinc.com,ham
Re: [IIU] Eircom aDSL Nat'ing,"Fri, 23 Aug 2002 00:17:46 +0100",zzzz@localhost.netnoteinc.com,ham
Re: [zzzzteana] The Coming Firestorm,"Wed, 28 Aug 2002 09:02:46 +0100",zzzz@localhost.netnoteinc.com,ham
"Re: [zzzzteana] Save the planet, kill the people","Fri, 06 Sep 2002 11:38:42 +0100",zzzz@localhost.spamassassin.taint.org,ham
Re: The case for spam,"Sat, 24 Aug 2002 11:26:34 -0400 (EDT)",yyyy@localhost.netnoteinc.com,ham
**urgent assistance**,"Thu, 12 Sep 2002 13:44:17 -0700",zzzz@localhost.spamassassin.taint.org,spam
HELP WANTED.  WORK FROM HOME REPS.,"Fri, 23 Aug 2002 03:13:31 -0400 (EDT)",zzzz@localhost.spamassassin.taint.org,spam
Get your OWN piece of history.,"Thu, 29 Aug 2002 08:45:22 -1600",zzzz@localhost.spamassassin.taint.org,spam
Re: [ILUG] mini-itx,"Wed, 9 Oct 2002 10:01:34 +0100 (IST)",zzzz@localhost.spamassassin.taint.org,ham
"Over $100,000 Per Year Possible On The Net!  No Illegal MLM Junk! Time:11:43:57 PM","Tue, 3 Sep 2002 23:43:57",zzzz@localhost.spamassassin.taint.org,spam
Re: [ILUG] cheap linux PCs,"Tue, 8 Oct 2002 12:12:59 +0100",zzzz@localhost.spamassassin.taint.org,ham
Re: [zzzzteana] The Cafe Forteana is back online!!!,"Mon, 07 Oct 2002 23:41:30 +0100",zzzz@localhost.spamassassin.taint.org,ham
Claim a Free $25 Kmart(R) Gift Card!,"Sat, 24 Aug 2002 18:21:25 -0500",zzzz@localhost.spamassassin.taint.org,spam
Fw: NORTON SYSTEMWORKS 2002 FINAL CLEARANCE SALE!           DJHL,"Sun, 01 Sep 2002 02:24:12 -1600",zzzz@localhost.spamassassin.taint.org,spam
"""A billion here, a billion there...""","Mon, 26 Aug 2002 19:05:50 -0700",yyyy@localhost.netnoteinc.com,ham
[ILUG] (no subject),"Fri, 23 Aug 2002 10:24:21 +0100",zzzz@localhost.spamassassin.taint.org,spam
Re: Zoot apt/openssh & new DVD playing doc,"Wed, 9 Oct 2002 08:55:08 +0200",zzzz@localhost.spamassassin.taint.org,ham
[zzzzteana] Re: Megalithomania UnPissup,"Mon, 07 Oct 2002 12:51:33 +0100",zzzz@localhost.spamassassin.taint.org,ham
One Sale - Three Commission Streams,"Mon, 26 Aug 2002 19:00:58 -0400",zzzz@localhost.spamassassin.taint.org,spam
RE: [zzzzteana] Moon over ocean,"Tue, 27 Aug 2002 23:57:42 -0400",zzzz@localhost.netnoteinc.com,ham
"""Holiday Season"" 2002 begins","Wed, 28 Aug 2002 20:39:25 -0400",yyyy@localhost.netnoteinc.com,ham
[scoop] CEVIRI YAZILIMLARI,"Sun, 25 Aug 2002 22:19:23 +0300",zzzz@localhost.spamassassin.taint.org,spam
[scoop] Scoop MS Word .doc file into something that plucker or other Palm app can display?,"Thu, 29 Aug 2002 17:10:47 -0400 (EDT)",zzzz@localhost.netnoteinc.com,ham
Play a Hilarious Phone Prank,"Thu, 29 Aug 2002 15:48:17 +0100",zzzz@localhost.spamassassin.taint.org,spam
ALSA (almost) made easy,"Wed, 28 Aug 2002 00:42:15 +0200",zzzz@localhost.netnoteinc.com,ham
"xine cannot play DVDs - ""liba52: a52_block error""",08 Oct 2002 15:17:25 -0700,zzzz@localhost.spamassassin.taint.org,ham
RE: [ILUG] Sun Solaris..,"Thu, 22 Aug 2002 17:13:01 +0100",zzzz@localhost.netnoteinc.com,ham
RE: The absurdities of life.,"Mon, 7 Oct 2002 21:39:39 -0400",zzzz@localhost.spamassassin.taint.org,ham
The MIME information you requested (last changed 3154 Feb 14),"Wed, 21 Aug 2002 16:20:17 -0700",yyyy@localhost.netnoteinc.com,ham
Re: use of base image / delta image for automated recovery from attacks,"Thu, 5 Sep 2002 10:17:03 +0200",zzzz@localhost.spamassassin.taint.org,ham
WORK FROM HOME.  WE ARE HIRING,"Wed, 28 Aug 2002 17:39:48 +0100",zzzz@localhost.spamassassin.taint.org,spam
Low Price Tobacco,"Fri, 23 Aug 2002 20:24:48 +0200",zzzz@localhost.spamassassin.taint.org,spam
you can watch me,"Sat, 31 Aug 2002 20:45:07 -0700",zzzz@localhost.spamassassin.taint.org,spam
Re: Adult Classifieds,"Sat, 24 Aug 2002 01:02:37 -0700",zzzz@localhost.spamassassin.taint.org,spam
"Adv: Mortgage Quotes Fast Online, No Cost","Fri, 20 Sep 2002 09:00:03 -0400 (EDT)",zzzz@localhost.spamassassin.taint.org,spam
"Re: Startups, Bubbles, and Unemployment (fwd)","Tue, 27 Aug 2002 13:50:31 -0700",zzzz@localhost.netnoteinc.com,ham
[zzzzteana] SETI at Home,"Mon, 7 Oct 2002 07:00:39 -0500",zzzz@localhost.spamassassin.taint.org,ham
WWW Form Submission,"Tue, 27 Aug 2002 22:26:56 +0900",zzzz@localhost.spamassassin.taint.org,spam
=?iso-2022-jp?B?GyRCJDckOCRfJEgkYiRiJE4lMyVpJVwlbCE8JTclZyVzGyhK?=,Tue Sep 10 00:35:47 2002,freebsd-questions@freebsd.org,spam
Iraq Today Daily News - FREE Trial,"Wed, 28 Aug 2002 15:58:44 +0200 (CEST)",zzzz@localhost.spamassassin.taint.org,spam
Re: [ILUG] Email list management howto,"Mon, 02 Sep 2002 12:00:49 +0100",zzzz@localhost.netnoteinc.com,ham
[zzzzteana] Six arrested for attacking Palio jockey who defected,"Wed, 28 Aug 2002 09:33:16 +0100",zzzz@localhost.netnoteinc.com,ham
NYTimes.com Article: Texas Pacific Goes Where Others Fear to Spend,"Sun, 25 Aug 2002 08:34:47 -0400 (EDT)",yyyy@localhost.netnoteinc.com,ham
"!Gorgeous,Custom Websites - $349 Complete! (9009zRlD0-486vNhZ47@18)","Thu, 5 Sep 2002 08:42:34 +0100",zzzz@localhost.spamassassin.taint.org,spam
How would you like to create your own DVD library? 4863d-5,"Thu, 29 Aug 0102 19:49:31 +0300",zzzz@localhost.spamassassin.taint.org,spam
Fw: NORTON SYSTEMWORKS 2002 CLEARANCE SALE!        11058,"Wed, 28 Aug 2002 09:18:21 -1600",zzzz@localhost.spamassassin.taint.org,spam
[ILUG-Social] Poker for money againts real players,"Wed, 18 Sep 0102 04:15:01 +0600",zzzz@localhost.spamassassin.taint.org,spam
"FORTUNE 500 COMPANY HIRING, AT HOME REPS.","Thu, 29 Aug 2002 22:32:54 +0100",zzzz@localhost.spamassassin.taint.org,spam
=?iso-2022-jp?B?GyRCJDckOCRfJEgkYiRiJE4lMyVpJVwlbCE8JTclZyVzGyhK?=,Mon Sep  9 23:57:58 2002,freebsd-ports@freebsd.org,spam
Your Shipment Status,"Wed, 28 Aug 2002 17:28:03 -0500",zzzz@localhost.spamassassin.taint.org,spam
Re: [zzzzteana] Nothing like mama used to make,"Thu, 22 Aug 2002 14:50:31 +0100",zzzz@localhost.netnoteinc.com,ham
Remeber me?,"Sat, 21 Sep 2002 22:45:08 -0400 (EDT)",zzzz@localhost.spamassassin.taint.org,spam
FYI - gone this weekend,"Fri, 23 Aug 2002 03:31:20 -0700",zzzz@localhost.netnoteinc.com,ham
The Best Just Got Better,"Tue, 17 Sep 2002 19:11:21 -0400",zzzz@localhost.spamassassin.taint.org,spam
[zzzzteana] Nobel astrophysicists,"Tue, 08 Oct 2002 12:17:28 +0100",zzzz@localhost.spamassassin.taint.org,ham
"eBay, Be Debt Free by 2003!                      8119","Tue, 27 Aug 2002 03:45:51 -1600",zzzz@localhost.spamassassin.taint.org,spam
Re: [zzzzteana] Moon over ocean,"Tue, 27 Aug 2002 14:42:46 -0400",zzzz@localhost.netnoteinc.com,ham
[zzzzteana] Re: Australian Catholic Kiddie Perv Steps Aside,"Thu, 22 Aug 2002 16:11:27 -0000",zzzz@localhost.netnoteinc.com,ham
[ILUG] BANK ERROR IN YOUR FAVOR,"Mon, 26 Aug 2002 14:17:21 -0400",zzzz@localhost.spamassassin.taint.org,spam
Re: Computational Recreations,29 Aug 2002 08:28:13 -0700,zzzz@localhost.netnoteinc.com,ham
This one will make you money  9/20/02 11:34:52 PM,"Fri, 20 Sep 2002 23:34:52 -0500",zzzz@localhost.spamassassin.taint.org,spam
5% Guaranteed for Eight Years,"Thu, 19 Sep 2002 19:17:11 -0400",zzzz@localhost.spamassassin.taint.org,spam
I'm ready to bare for you!,"Sun, 25 Aug 2002 19:33:54 -0700",zzzz@localhost.spamassassin.taint.org,spam
Re: RH 8 no DMA for DVD drive,08 Oct 2002 23:23:19 -0400,zzzz@localhost.spamassassin.taint.org,ham
Re: Here is your Free Access,"Wed, 28 Aug 2002 07:40:40 -0700",zzzz@localhost.spamassassin.taint.org,spam
[zzzzteana] RE:Pictish,"Wed, 28 Aug 2002 12:03:28 +0100",zzzz@localhost.netnoteinc.com,ham
[ILUG] Newbie seeks advice - Suse 7.2,"Thu, 22 Aug 2002 18:57:35 GMT",zzzz@localhost.netnoteinc.com,ham
International calls for only 33 cents per minute with no subscription,"Fri, 6 Sep 2002 11:50:24 +0100",zzzz@localhost.spamassassin.taint.org,spam
"FORTUNE 500 COMPANY HIRING, AT HOME REPS.","Fri, 23 Aug 2002 14:49:52 -0400 (EDT)",zzzz@localhost.spamassassin.taint.org,spam
Internet saturation (but not in Iceland),"Thu, 29 Aug 2002 03:58:03 -0400",yyyy@localhost.netnoteinc.com,ham
[zzzzteana] 'Lost' penguins found alive,"Wed, 28 Aug 2002 13:32:56 +0100",zzzz@localhost.netnoteinc.com,ham
RE: [ILUG] Newbie seeks advice - Suse 7.2,"Thu, 22 Aug 2002 23:06:27 +0100",zzzz@localhost.netnoteinc.com,ham
Re: girls,Sat Sep 21 08:18:08 2002,zzzz@localhost.spamassassin.taint.org,spam
Re: Java is for kiddies,"Sun, 1 Sep 2002 21:01:03 -0700 (PDT)",yyyy@localhost.netnoteinc.com,ham
Low Price Smokes,"Fri, 23 Aug 2002 20:24:48 +0200",zzzz@localhost.spamassassin.taint.org,spam
You have been hand selected... Free Info!,"Fri, 20 Sep 2002 08:00:14 -0500",zzzz@localhost.spamassassin.taint.org,spam
=?big5?Q?=A7A=B7=C7=B3=C6=A6n=A4F=B6=DC=3F?=,"Fri, 13 Sep 2002 19:35:13 +0100",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] Best Replica Goods - Best Prices,"Sat, 14 Sep 2002 20:13:12 +0100",zzzz@localhost.spamassassin.taint.org,spam
Re: [zzzzteana] Secondhand books online,"Wed, 28 Aug 2002 11:15:12 +0100",zzzz@localhost.netnoteinc.com,ham
Information for you,"Fri, 13 Sep 2002 18:10:58 -1600",zzzz@localhost.spamassassin.taint.org,spam
Pics for you,2002/09/14 Sat 13:06:03 GMT,zzzz@localhost.spamassassin.taint.org,spam
- Custom Websites for $399 Complete! (1709D@5),"Tue, 27 Aug 2002 02:33:57 +0100",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] Garden Ornaments | mvcmv,"Fri, 20 Sep 2002 19:22:51 -0600",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] Want to play poker with other people online.,"Wed, 11 Sep 2002 05:41:45 +0500",zzzz@localhost.spamassassin.taint.org,spam
One Sale - Three Commission Streams,"Fri, 20 Sep 2002 19:20:07 -0400",zzzz@localhost.spamassassin.taint.org,spam
RE: [ILUG] cheap linux PCs,"Tue, 8 Oct 2002 14:00:48 +0100",zzzz@localhost.spamassassin.taint.org,ham
"Fwd: Norton makes the BEST software available, now ONLY $29.99! 32053","Tue, 17 Sep 2002 02:27:40 -1600",zzzz@localhost.spamassassin.taint.org,spam
[zzzzteana] Fake bank website cons victims,"Tue, 8 Oct 2002 12:03:55 +0100",zzzz@localhost.spamassassin.taint.org,ham
Congratulations on Your 6 New Signups,"Thu, 29 Aug 2002 15:36:58 +-0500",zzzz@localhost.spamassassin.taint.org,spam
ADV: Extended Auto Warranties Here                                                   aanfh,"Sun, 1 Sep 2002 08:06:43 -0500",zzzz@localhost.spamassassin.taint.org,spam
Membership Renewal,"Thu, 12 Sep 2002 11:29:48 +0100",zzzz@localhost.spamassassin.taint.org,spam
[Same thread ish] [ILUG] adsl router modem combo,"Mon, 7 Oct 2002 10:41:45 +0100",zzzz@localhost.spamassassin.taint.org,ham
[zzzzteana] Re: That wacky imam,"Wed, 28 Aug 2002 11:20:41 -0000",zzzz@localhost.netnoteinc.com,ham
Too Busy Earning A Living To Make Any Money,"Mon, 23 Sep 0102 02:41:39 -0900",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] serial port transient failure,"Mon, 07 Oct 2002 10:24:40 +0200",zzzz@localhost.spamassassin.taint.org,ham
Relationship,"Thu, 22 Aug 2002 13:31:18 -0700",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] Get the Child Support You Deserve                     10.132,"Thu, 22 Aug 2002 13:43:24 -0600",zzzz@localhost.spamassassin.taint.org,spam
Re: [zzzzteana] RE:Prophecies,"Mon, 07 Oct 2002 16:55:01 +0100",zzzz@localhost.spamassassin.taint.org,ham
Re: [ILUG] eircoms adsl modems,"Thu, 29 Aug 2002 16:58:04 +0100",zzzz@localhost.netnoteinc.com,ham
Re: [Webdev] mod_usertrack,"Tue, 8 Oct 2002 11:42:39 +0100",zzzz@localhost.spamassassin.taint.org,ham
Re: Fw: User Name & Password to Membership To 5 Sites zzzz@spamassassin.taint.org pviqg,"Thu, 22 Aug 2002 08:13:35 -0700",zzzz@localhost.spamassassin.taint.org,spam
Unleash your PC's Multimedia POWER at 70% off retail!,"Thu, 19 Sep 2002 16:28:25 -0400",zzzz@localhost.spamassassin.taint.org,spam
Re: [ILUG] find the biggest file,"Wed, 28 Aug 2002 08:53:55 +0200",zzzz@localhost.netnoteinc.com,ham
Grow Up And Be A Man!  abm,"Wed, 11 Sep 2002 21:38:41 -0400",zzzz@localhost.spamassassin.taint.org,spam
URGENT ASSISTANCE(CONFIDENTIAL),"Sat, 31 Aug 2002 09:41:43 -0700 (PDT)",zzzz@localhost.spamassassin.taint.org,spam
[zzzzteana] Meaningful sentences,"Thu, 22 Aug 2002 15:01:33 +0100",zzzz@localhost.netnoteinc.com,ham
Newsletter Coach'Invest - Septembre 2002,Tue Sep  3 15:33:20 2002,freebsd-questions@freebsd.org,spam
Re: Entrepreneurs,"Thu, 22 Aug 2002 15:04:02 -0700",zzzz@localhost.netnoteinc.com,ham
Life Insurance Quotes Without the Hassle...            JHIWNS,"Sun, 25 Aug 2002 04:31:51 -1900",zzzz@localhost.spamassassin.taint.org,spam
Re: [ILUG] PCTel modules,"Fri, 6 Sep 2002 00:50:13 +0100",zzzz@localhost.spamassassin.taint.org,ham
Re: A biblical digression,"Sun, 25 Aug 2002 16:50:54 UT",yyyy@localhost.netnoteinc.com,ham
<---- FREAK ME ---->,"Tue, 03 Sep 2002 10:03:14 -1900",zzzz@localhost.spamassassin.taint.org,spam
UK's Leading PC Specialist,"Sat, 29 Jun 2002 22:02:47",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] STOP THE MLM INSANITY,"Fri, 30 Aug 2002 14:18:34 -0500",zzzz@localhost.spamassassin.taint.org,spam
Re: The absurdities of life.,"Tue, 08 Oct 2002 11:51:54 -0700",zzzz@localhost.spamassassin.taint.org,ham
Re: The case for spam,"Sat, 24 Aug 2002 15:00:15 +0000",yyyy@localhost.netnoteinc.com,ham
Conference calls/best quality/$.18 per minute!,"Thu, 22 Aug 2002 16:44:26 -1900",zzzz@localhost.spamassassin.taint.org,spam
Re: [ILUG] packaging risks and the reputation of linux distributions,"Tue, 08 Oct 2002 12:23:34 +0200",zzzz@localhost.spamassassin.taint.org,ham
Half Price Cigarettes and Tobacco,"Sat, 7 Sep 2002 14:36:20 +0200",zzzz@localhost.spamassassin.taint.org,spam
fwd:  NORTON SYSTEMWORKS CLEARANCE SALE_ONLY $29.99 7126kyiK0-697yFCQ4277rqZm-24,"Tue, 17 Sep 2002 03:26:40 -0300",zzzz@localhost.spamassassin.taint.org,spam
Attn: NORTON SYSTEMWORKS 2002 CLEARANCE SALE!              VOJTGT,"Thu, 29 Aug 2002 08:18:32 -1600",zzzz@localhost.spamassassin.taint.org,spam
Incredible Pictures!!!!!!!!,"Fri, 23 Aug 2002 13:03:04 -0400",zzzz@localhost.spamassassin.taint.org,spam
Human handshake opens data stream,"Tue, 08 Oct 2002 08:01:22 -0000",zzzz@localhost.spamassassin.taint.org,ham
Man leads machine in chess duel,"Tue, 08 Oct 2002 08:01:22 -0000",zzzz@localhost.spamassassin.taint.org,ham
"Testing a system, please delete","Fri, 30 Aug 02 21:48:08 Eastern Daylight Time",zzzz@localhost.spamassassin.taint.org,spam
Toners and inkjet cartridges for less....          BSJMCOIK,"Tue, 17 Sep 2002 01:46:06 -1900",zzzz@localhost.spamassassin.taint.org,spam
Welcome to the concept of RESIDUAL Income!,"Fri, 30 Aug 02 05:32:48 Eastern Daylight Time",zzzz@localhost.spamassassin.taint.org,spam
Re: Canadians,28 Aug 2002 12:57:04 -0400,yyyy@localhost.netnoteinc.com,ham
Fw: Re: Account For Cum Shots To: zzzz@spamassassin.taint.org OfferID: qxjx,"Sun, 25 Aug 2002 23:45:07 -0700",zzzz@localhost.spamassassin.taint.org,spam
buffer overflows,"Sat, 24 Aug 2002 11:30:40 -0700",yyyy@localhost.netnoteinc.com,ham
[zzzzteana] Fwd: Hill Monuments defaced to promote hunting,"Wed, 28 Aug 2002 10:14:30 +0100",zzzz@localhost.netnoteinc.com,ham
[zzzzteana] Latest Iraq-related news,"Mon, 07 Oct 2002 21:59:24 -0000",zzzz@localhost.spamassassin.taint.org,ham
Poker for money againts real players,"Sat, 14 Sep 2002 02:35:15 -0700",zzzz@localhost.spamassassin.taint.org,spam
10 die as Israeli helicopter fires on Palestinian crowd,"Tue, 08 Oct 2002 08:01:05 -0000",zzzz@localhost.spamassassin.taint.org,ham
Funds Investment,"Fri, 20 Sep 2002 12:28:59 GMT+1",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] Got me a crappy laptop,"Tue, 27 Aug 2002 19:14:48 +0100",zzzz@localhost.netnoteinc.com,ham
Re: Nessus?,"Wed, 9 Oct 2002 00:03:53 +0200",zzzz@localhost.spamassassin.taint.org,ham
[zzzzteana] A Billy for the septics,"Tue, 08 Oct 2002 15:51:16 +0100",zzzz@localhost.spamassassin.taint.org,ham
Life Insurance - Why Pay More?,"Wed, 21 Aug 2002 20:31:57 -1600",zzzz@localhost.spamassassin.taint.org,spam
Re: [zzzzteana] The Cafe Forteana is back online!!!,"Mon, 7 Oct 2002 22:46:17 +0100",zzzz@localhost.spamassassin.taint.org,ham
[zzzzteana] Crop Idol: Crop circle competition,"Wed, 28 Aug 2002 08:45:25 -0000",zzzz@localhost.netnoteinc.com,ham
Re: [ILUG] find the biggest file,"Tue, 27 Aug 2002 21:25:02 +0100",zzzz@localhost.netnoteinc.com,ham
Incredible Pictures!!!!!!!!,"Fri, 23 Aug 2002 13:03:04 -0400",zzzz@localhost.spamassassin.taint.org,spam
[zzzzteana] Hitler-style applicant welcomed by parties,"Fri, 6 Sep 2002 11:32:57 +0100",zzzz@localhost.spamassassin.taint.org,ham
Plans for cable,"Thu, 22 Aug 2002 23:41:26 -0500",zzzz@localhost.spamassassin.taint.org,spam
"=?big5?Q?re:=B7Q=ADn=ADP=B4I,=A7A=C1=D9=ADn=B5=A5=A6h=A4[?=","Mon, 16 Sep 2002 18:37:11 +0100",zzzz@localhost.spamassassin.taint.org,spam
[use Perl] Stories for 2002-10-08,"Tue, 08 Oct 2002 02:00:35 +0000",zzzz@localhost.spamassassin.taint.org,ham
Guaranteed to lose 10-12 lbs in 30 days                          11.150,"Thu, 22 Aug 2002 07:36:19 -0600",zzzz@localhost.spamassassin.taint.org,spam
We Buy Renewal Commissions,"Fri, 6 Sep 2002 18:35:32 -0400",zzzz@localhost.spamassassin.taint.org,spam
FriendSearch and zzzzason.org Partnership,6 Sep 2002 07:04:43 -0000,zzzz@localhost.spamassassin.taint.org,spam
Re: zzzz@spamassassin.taint.org,"Tue, 17 Sep 2002 20:09:29 -0700",zzzz@localhost.spamassassin.taint.org,spam
Re: [ILUG] converting strings of hex to ascii,"Wed, 28 Aug 2002 10:23:20 +0100",zzzz@localhost.netnoteinc.com,ham
Re: Super CHARGE your desktop or laptop today!     17639,"Wed, 18 Sep 2002 03:39:16 -1600",zzzz@localhost.spamassassin.taint.org,spam
Interest Rates at Forty Yr. Lows,"Wed, 04 Sep 2002 01:35:46 -0800",zzzz@localhost.spamassassin.taint.org,spam
[ILUG-Social] HELLO,"Wed, 18 Sep 2002 01:11:52",zzzz@localhost.spamassassin.taint.org,spam
"Outstanding Opportunities for ""Premier Producers""","Wed, 4 Sep 2002 19:28:18 -0400",zzzz@localhost.spamassassin.taint.org,spam
Re: New Sequences Window,"Thu, 22 Aug 2002 10:04:06 -0500",yyyy@localhost.netnoteinc.com,ham
"Re: PROTECT YOUR COMPUTER,YOU NEED SYSTEMWORKS!    COXR","Fri, 20 Sep 2002 20:37:11 -1600",zzzz@localhost.spamassassin.taint.org,spam
HELP WANTED.  WORK FROM HOME REPS.,"Tue, 27 Aug 2002 03:30:13 -0400 (EDT)",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] connecting at 1200bps in RH7.3 (help!),08 Oct 2002 17:34:37 +0000,zzzz@localhost.spamassassin.taint.org,ham
"zzzz, do we have your money?",21 Sep 2002 03:03:55 -0000,zzzz@localhost.spamassassin.taint.org,spam
ADV: Interest rates slashed! Don't wait!                                                   ccaxc,"Fri, 23 Aug 2002 19:05:55 -0400",zzzz@localhost.spamassassin.taint.org,spam
MSNBC: Rates Hit 35 year Low 4.75% ...12304,"Thu, 22 Aug 2002 20:49:30 -1800",zzzz@localhost.spamassassin.taint.org,spam
Re: [ILUG] adsl router modem combo,"Mon, 7 Oct 2002 11:32:54 +0100",zzzz@localhost.spamassassin.taint.org,ham
[zzzzteana] US Army tests portable translator,"Wed, 28 Aug 2002 13:50:58 +0100",zzzz@localhost.netnoteinc.com,ham
The Flight to Safety is Upon Us,"Sun, 15 Sep 2002 19:18:58 -0400",zzzz@localhost.spamassassin.taint.org,spam
Please help Home Entertainment Companies with Survey - Win a DVR!,04 Sep 2002 01:31:44 +0530,zzzz@localhost.spamassassin.taint.org,spam
Re: Java is for kiddies,"Sun, 1 Sep 2002 21:10:06 -0700 (PDT)",yyyy@localhost.netnoteinc.com,ham
[zzzzteana] Worryingly sophisticated bees,"Wed, 28 Aug 2002 13:55:54 +0100",zzzz@localhost.netnoteinc.com,ham
NEW TECHNOLOGY - DIGITAL VIDEO RECORDER (Smart IP Technology),"Sat, 7 Sep 2002 01:01:00 +0100",zzzz@localhost.spamassassin.taint.org,spam
Re: The Curse of India's Socialism,"Tue, 20 Aug 2002 15:04:35 -0700",yyyy@localhost.netnoteinc.com,ham
^^^^^Cell Phone Belt Clips $1.95^^^^^^                           18070,"Thu, 22 Aug 2002 15:45:31 -0600",zzzz@localhost.spamassassin.taint.org,spam
"Friend, Copy ANY DVD or Playstation Game with this software......","Tue, 17 Sep 2002 09:15:32 PST",zzzz@localhost.spamassassin.taint.org,spam
RIAA site hacked overnight,"Wed, 28 Aug 2002 13:01:54 -0700",yyyy@localhost.netnoteinc.com,ham
